,Name,MRP,Discounted Price,Manufacturer
1814,Faces Canada Ultime Pro Second Skin Foundation Natural 02 30 Ml,1499.00,1124.25,Mkt: Faces Canada
1815,Faces Canada Ultime Pro Second Skin Foundation SPF 15 Ivory 01 30ml,1499.00,1124.25,Mkt: Faces Canada
1816,Faces Canada Prime Perfect Foundation Beige 03 30 Ml,749.00,524.30,Mkt: Faces Canada
1817,Faces Canada Ultime Pro Hd Runway Ready Foundation Almond Beige 06 30 Ml,1499.00,1124.25,Mkt: Faces Canada
1818,Faces Canada Ultime Pro Hd Runway Ready Foundation Sand 04 30 Ml,1499.00,1124.25,Mkt: Faces Canada
1819,Faces Canada Ultime Pro Hd Runway Ready Foundation Beige 03 30 Ml,1499.00,1124.25,Mkt: Faces Canada
1820,Faces Canada Ultime Pro Hd Runway Ready Foundation Natural 02 30 Ml,1499.00,1124.25,Mkt: Faces Canada
1821,Faces Canada Ultime Pro Hd Runway Ready Foundation Ivory 01 30 Ml,1499.00,1124.25,Mkt: Faces Canada
1822,Faces Canada Ultimepro Face Palette Shine 04 12 Gm,899.00,629.30,Mkt: Faces Canada
1823,Faces Canada Ultimepro Face Palette Rise 03 12 Gm,899.00,629.30,Mkt: Faces Canada
1824,Faces Canada Ultime Pro Face Palette Glow02 12 Gm,899.00,674.25,Mkt: Faces Canada
1825,Faces Canada Ultime Pro Face Palette Fresh 3in Highlighter & Fresh 1 12gm,899.00,674.25,Mkt: Faces Canada
1826,FOLLIHAIR NEW Tablet 15's,371.00,304.22,Mkt: Abbott Healthcare Pvt Ltd
1827,FEBUTAZ 40 Tablet 15's,208.00,170.56,Mkt: Sun Pharmaceutical Industries Ltd
1828,Furr by Pee Safe Natural Hair Removal Cream 100 gm,249.00,211.65,Mkt: Redcliffe Hygiene Private Limited
1829,Furr by Pee Safe Face Razor 4's,599.00,539.10,Mkt: Redcliffe Hygiene Private Limited
1830,FLAVEDON OD 80mg Capsule 10's,289.19,237.14,Mkt: Servier India PVT LTD (Formerly Known As Serdia Pharmaceuticals (India) Pvt Ltd)
1831,FLUNATOD 10 Tablet 10's,48.16,39.49,Mkt: Entod Pharmaceuticals Ltd
1832,FLUTOP 20 Capsule 10's,44.70,36.65,Mkt: Crescent Formulations Pvt Ltd
1833,FLUTY 150 Tablet 1's,12.05,9.88,Mkt: Coxswain Healthcare
1834,FLOVAS 2.5 Tablet 14's,153.95,126.24,Mkt: Ipca Laboratories Ltd
1835,FXSON M Tablet 10's,65.90,54.04,Mkt: Unison Pharmaceuticals Pvt Ltd
1836,Friends Adult Dry Pants - Premium (XL) 10's,660.00,627.00,Mkt: NOBEL HYGIENE PVT LTD
1837,Friends Adult Dry Pants - Premium (L) 10's,600.00,570.00,Mkt: NOBEL HYGIENE PVT LTD
1838,FOLLIHAIR A Tablet 15's,371.00,304.22,Mkt: Abbott Healthcare Pvt Ltd
1839,FLOCARE 120md Nasal Spray 12gm,302.50,248.05,Mkt: Lividus Pharmaceuticals Pvt Ltd
1840,FORTERAN MR Tablet 10's,85.00,69.70,Mkt: METAMORF LIFESCIENCES
1841,FUNGIZAP 200 Capsule 4's,120.00,98.40,Mkt: METAMORF LIFESCIENCES
1842,FEBUSTAT 20 Tablet 15's,181.50,148.83,Mkt: Abbott Healthcare Pvt Ltd
1843,Fast&Up Creatine Monohydrate Powder 250 gm,1699.00,917.46,Mkt: Aeronutrix Sports Products Pvt Ltd
1844,Foresta Organics Gluco Health Vegan Capsule 60's,999.00,869.13,Mkt: Foresta Organics
1845,Foresta Organics Green Coffee Bean Extract Vegan Capsule 60's,999.00,869.13,Mkt: Foresta Organics
1846,Foresta Organics Brain Health Vegan Capsule 60's,1499.00,1304.13,Mkt: Foresta Organics
1847,Foresta Organics CLA 1600 Vegan Capsule 60's,999.00,899.10,Mkt: Foresta Organics
1848,Flamingo Flamicrepe Cotton Crepe Bandage B.P. (OC - 2044) (5 cm x 4 m),190.00,161.50,Mkt: Ascent Meditech Limited
1849,Flamingo Flamicrepe Cotton Crepe Bandage B.P. (OC - 2036) (7.5 cm x 4 m),300.00,216.00,Mkt: Ascent Meditech Limited
1850,Flamingo Flamicrepe Cotton Crepe Bandage B.P. (OC - 2307) (10 cm x 4 m),350.00,259.00,Mkt: Ascent Meditech Limited
1851,FLOCARE AZ 70md Nasal Spray 7ml,310.00,254.20,Mkt: Lividus Pharmaceuticals Pvt Ltd
1852,FEXA M Tablet 10's,143.00,117.26,Mkt: Lividus Pharmaceuticals Pvt Ltd
1853,FEVANEX RAPID 650 Tablet 10's,18.76,15.38,Mkt: Lividus Pharmaceuticals Pvt Ltd
1854,Fem Creme Bleach - Pearl & Milk 8 gm,34.00,32.30,Mkt: Dabur India Ltd
1855,FENTI 600 Capsule 1's,188.70,154.73,Mkt: Lincoln Pharmaceuticals Ltd
1856,FENEM ER 300mg Tablet 6's,730.40,598.93,Mkt: Lincoln Pharmaceuticals Ltd
1857,FETON Z SR Capsule 15's,39.90,32.72,Mkt: Lincoln Pharmaceuticals Ltd
1858,Friends Adult Dry Pants - Premium (M) 10's,605.00,574.75,Mkt: NOBEL HYGIENE PVT LTD
1859,Fixderma Fidelia Strengthening Conditioner 250 ml,705.00,,Mkt: Fixderma India Pvt Ltd
1860,Fixderma Foot Cream 150 ml,460.00,,Mkt: Fixderma India Pvt Ltd
1861,Fixderma Multi Active Moisturizing Lotion 500 ml,760.00,,Mkt: Fixderma India Pvt Ltd
1862,Fixderma Kairfoll Anti Hair Loss Lotion 100 ml,975.00,,Mkt: Fixderma India Pvt Ltd
1863,Fixderma Kairfoll Anti Hair Loss Conditioner 200 ml,825.00,,Mkt: Fixderma India Pvt Ltd
1864,Fixderma Cosmetic Laboratories (FCL) Body Lotion - Oatsilk 400 ml,1850.00,,Mkt: Fixderma India Pvt Ltd
1865,Fixderma Cosmetic Laboratories (FCL) Penta Peel Pads 1's,1625.00,,Mkt: Fixderma India Pvt Ltd
1866,Fixderma Cosmetic Laboratories (FCL) AHA Lightening Gel - Hq 30ml,1650.00,,Mkt: Fixderma India Pvt Ltd
1867,Fixderma Cosmetic Laboratories (FCL) Alpha Beta Acne Face Gel 30 ml,1250.00,,Mkt: Fixderma India Pvt Ltd
1868,Fixderma Cosmetic Laboratories (FCL) Aha Lightening Gel 30ml,1550.00,,Mkt: Fixderma India Pvt Ltd
1869,Fixderma Cosmetic Laboratories (FCL) 'C' Scape 25 Face Serum 30 ml,3625.00,,Mkt: Fixderma India Pvt Ltd
1870,Fixderma Cosmetic Laboratories (FCL) Skin Brightening Complex Face Serum 30ml,2125.00,1912.50,Mkt: Fixderma India Pvt Ltd
1871,Fml Eye Drops 5ml,167.92,144.41,['ALLERGAN INDIA PVT LTD']
1872,Fml T Eye Drops 5ml,199.05,171.18,['ALLERGAN INDIA PVT LTD']
1873,Fol D Strip Of 10 Capsules,219.60,188.86,['ZYDUS HEALTHCARE LIMITED']
1874,Fcn 150mg Strip Of 2 Tablets,27.01,,['INTAS PHARMACEUTICALS LTD GX']
1875,Fcn 200mg Strip Of 2 Tablets,39.09,,['INTAS PHARMACEUTICALS LTD GX']
1876,Fe Z Drops,32.00,27.52,['MAPRA LABORATORIES PVT LTD']
1877,Fbt 40mg Strip Of 10 Tablets,102.45,88.11,
1878,For Oa Capsules,80.00,68.80,
1879,F Strip Of 10 Tablets,105.00,90.30,
1880,Fcf Z Strip Of 10 Tablets,154.00,132.44,
1881,F'It Nutrition Bar Assorted/Variety (Pack Of 6),750.00,,
1882,Fcn 150mg Strip Of 1 Tablets,12.04,,
1883,Fx 24 Suspension 60ml,71.50,,
1884,Fe Z Tablets,69.63,59.88,
1885,Fe Iii Tablets,98.45,84.67,
1886,Fbx 40mg Strip Of 10 Tablets,122.51,105.36,
1887,Fnf Xt Strip Of 15 Tablets,165.00,141.90,
1888,Ful 150mg Tab,13.00,11.18,
1889,Fkn 150mg Tab,32.00,27.52,
1890,Flutal Tab,32.00,27.52,
1891,Ffd 180mg Strip Of 10 Tablets,125.70,,
1892,Femo D Tablets,104.00,89.44,
1893,Fuci Cream,,,
1894,Fcl Multivitamin Face Mask 100g,1175.00,,
1895,Fcl Face Toner 100ml,750.00,,
1896,F Nat 5 Mg Tablet 10,10.00,8.60,
1897,Fur Syr,91.95,79.08,
1898,Femx Tablet 10,60.00,51.60,
1899,Fudate Oint,135.00,116.10,
1900,F 9 Tablets,99.00,85.14,
1901,Fdh Capsules,90.00,77.40,
1902,Fn Xt Strip Of 10 Tablets,140.00,120.40,
1903,Fexy Suspension 60ml,137.30,,
1904,Fm 130mg Strip Of 10 Tablets,,,
1905,F'It Nutrition Bar - Nuts N Seeds (Pack Of 6),750.00,,
1906,Flow Oz Tablets,75.00,64.50,
1907,Fix 100mg Tablets,60.00,51.60,
1908,Fm Tablets,7.52,6.47,
1909,Fd 1/4 % Gel 20 Gm,120.00,103.20,
1910,Ffd 120mg Strip Of 10 Tablets,79.00,67.94,
1911,Fodro M Tablets,69.00,59.34,
1912,Fcz 200 Strip Of 2 Tablets,38.00,32.68,
1913,Fxo 40mg Strip Of 10 Tablets,90.00,77.40,
1914,Fp Sr Tablets,198.00,170.28,
1915,F Pan Injection,43.38,37.31,
1916,Fe Z 75mg Capsules,29.40,25.28,
1917,Fi Cnx 1% Cream 30gm,300.00,258.00,
1918,Ftz Sr Capsule 14,85.00,73.10,
1919,Fcf Syrup 200ml,35.10,30.19,
1920,Fct 200 Mg Tablet 2 No'S,54.98,47.28,
1921,Fix 200mg Tablets,179.00,153.94,
1922,F Lone Drops 5ml,,,
1923,Flin 400mg Tablets,75.00,64.50,
1924,Fot 150mg Tab,29.00,24.94,
1925,Flik 150mg Cap,19.00,16.34,
1926,Fex 30mg Tablets (Ew),,,
1927,F Dox Tablets,250.00,215.00,
1928,Fuzy 150mg Tab,164.00,141.04,
1929,Fzin 5mg Tablets,23.90,20.55,
1930,Fzd Forte Softgel 10,114.28,98.28,
1931,Fsd Cream,77.64,66.77,
1932,Fast D Tablets,,,
1933,F 10 Strip Of 10 Tablets,69.00,59.34,
1934,Fexin F Cream,,,
1935,F.P.P 1 Dose Injection 1,43.00,36.98,
1936,Fcz 150mg Capsule,18.00,15.48,
1937,Fm 40mg Strip Of 14 Tablets,,,
1938,Finegra Tablets,323.15,277.91,
1939,Fez 150mg Tablets,32.00,27.52,
1940,F 150mg Tab,24.00,20.64,
1941,F5 Strip Of 10 Tablets,30.00,25.80,
1942,Feri Capsules,22.50,19.35,
1943,Fml Neo Eye Drops 5ml,145.89,,
1944,Fbt 80mg Strip Of 10 Tablets,169.40,145.68,
1945,Fml Forte Eye Drops 5ml,63.00,54.18,
1946,Fbn 0.03 Eye Drops 5ml,81.00,,
1947,Fnz 150mg Strip Of 1 Tablet,40.00,34.40,
1948,Frt 1mg Strip Of 10 Tablets,56.00,48.16,
1949,Flucot Tablets,11.00,9.46,
1950,Fm 24 Strip Of 10 Tablets,224.50,193.07,
1951,Face Mask Face Mask,,,
1952,Fol L 1mg Strip Of 10 Tablets,,,
1953,F5 Plus Capsules,85.00,73.10,
1954,Fol Sf Tablet 10,76.00,65.36,
1955,Fixderma Scar Gel,385.00,,
1956,Fc 206 Strip Of 10 Tablets,,,
1957,Fzhh 150mg Strip Of 1 Tablet,13.21,,
1958,Fclin Shampoo,299.00,,
1959,Fit Eye Plus Tablet,,,
1960,Fol B12 Strip Of 10 Capsules,,,
1961,Fcl T Anti Dandruff Shampoo 200ml,,,
1962,Fit 1 Powder 200gm,,,
1963,Fxr 10mg Strip Of 10 Tablets,550.00,,
1964,Fol Plus Tablet 10,,,
1965,Fx 24 120 Strip Of 10 Tablets,,,
1966,Ff 12 Capsule 10,136.40,117.30,
1967,Fol 5 5 Mg Strip Of 10 Tablets,14.00,12.04,
1968,Ff 12 Bottle Of 30 Capsules,139.73,120.17,
1969,Fitin 5mg Tablet,17.50,15.05,
1970,Fli Eye Drops 5ml,,,
1971,Fe 10 Ampoule Of 5ml Injection,,,
1972,Fmp Plus Strip Of 10 Tablets,,,
1973,Fam 40mg Tablet,18.00,15.48,
1974,Fluzon 50mg Tablets,106.25,91.38,
1975,Fm 20mg Strip Of 14 Tablets,4.56,3.92,
1976,Fm Kit,29.50,25.37,
1977,Fole 50mg Tablet,1092.03,939.15,
1978,Fb Capsules,,,
1979,Fun 150mg Strip Of 1 Tablets,12.00,10.32,
1980,F Sone Cream,,,
1981,Fusic Cream,,,
1982,F S Plus Cream 10gm,,,
1983,Fx 24 180mg Strip Of 10 Tablets,115.00,98.90,
1984,Fex 120mg Strip Of 10 Tablets,144.10,123.93,
1985,Fumac Cream 10gm,,,
1986,Fe 12 Forte Capsules,36.18,31.11,
1987,F1 Tablets,55.00,47.30,
1988,Fin 250mg Tablet,202.00,173.72,
1989,Fb O Freshora Gel,70.00,60.20,
1990,Ft Mac 2% Cream 10gm,99.00,85.14,
1991,Fiz 150 Mg Tablet 10,150.00,129.00,
1992,Fnz 200mg Strip Of 1 Capsule,40.00,34.40,
1993,For Cm Strip Of 10 Tablets,,,
1994,F Clar 250mg Tablets,115.00,98.90,
1995,F Conaz Tab,12.98,11.16,
1996,Forte Gel 30gm,,,
1997,Funaz Injection,113.98,98.02,
1998,Ffz Strip Of 15 Tablets,,,
1999,Fol 5mg Tablet,45.36,39.01,
